insee_code,total_rooftops,pv_rooftops_count
23034,91,0
23035,1058,29
23036,2605,17
23037,300,1
23038,604,16
23039,1687,14
23040,380,11
23041,857,6
23042,363,2
23043,246,2
23044,230,0
23045,1573,15
23046,272,16
23047,593,4
23048,1088,16
23049,618,12
23050,427,4
23051,226,1
23052,597,12
23053,510,9
23054,821,18
23055,104,0
23056,1012,14
23057,1039,11
23058,360,12
23059,233,5
23060,338,5
23061,962,11
23062,1466,12
23063,398,3
23064,1655,16
23065,606,7
23066,614,7
23067,905,20
23068,1315,9
23069,679,10
23070,1585,15
23071,520,5
23072,790,6
23073,1481,21
23074,519,8
23075,1557,13
23076,2394,58
23077,998,15
23078,367,7
23079,1785,21
23080,251,7
23081,998,12
23082,624,15
23083,518,12
23084,389,2
23086,685,5
23087,1793,11
23088,311,2
23089,1716,30
23090,1038,28
23091,546,12
23092,1153,14
23093,2514,63
23095,2819,39
23096,7515,84
23097,722,9
23098,300,0
23099,915,17
23100,612,12
23101,980,16
23102,959,10
23103,1075,8
23104,589,6
23105,1033,10
23106,804,17
23107,522,3
23108,378,11
23109,641,4
23110,177,5
23111,610,8
23112,1955,10
23113,1109,9
23114,1181,41
23115,704,8
23116,1422,23
23117,590,6
23118,464,8
23119,156,1
23120,647,9
23122,177,1
23123,556,9
23124,1131,18
23125,259,9
23127,734,9
23128,295,2
23129,198,0
23130,1243,13
23131,1598,20
23132,730,3
23133,730,15
23134,434,1
23136,660,3
23137,1163,11
23138,452,10
23139,1312,10
23140,879,8
23141,2022,16
23142,827,14
23143,947,13
23144,817,12
23145,878,15
23146,724,6
23147,310,1
23148,641,3
23149,1696,31
23150,283,2
23151,1249,13
23152,239,1
23154,1507,28
23155,561,5
23156,304,0
23157,234,1
23158,455,5
23159,437,4
23160,776,16
23162,1014,17
23164,1510,26
23165,1398,10
23166,502,2
23167,1071,24
23168,1619,20
23169,657,17
23170,291,2
23171,460,7
23172,466,1
23173,343,4
23174,1294,27
23175,306,6
23176,5144,62
23177,2216,34
23178,592,2
23179,635,13
23180,607,11
23181,432,5
23182,471,5
23183,166,1
23184,273,2
23185,792,14
23186,276,8
23187,579,9
23188,572,10
23189,2308,44
23190,527,6
23191,491,6
23192,3345,33
23193,2777,44
23194,258,3
23195,1122,31
23196,572,10
23197,781,10
23198,500,5
23199,770,9
23200,598,4
23201,448,4
23202,702,15
23203,512,15
23204,433,7
23205,429,4
23206,837,15
23207,408,0
23208,649,12
23209,562,8
23210,449,8
23211,757,14
23212,411,3
23213,498,7
23214,546,14
23215,340,13
23216,511,12
23217,922,9
23218,394,3
23219,2041,36
23220,1410,23
23221,814,7
23222,385,6
23223,691,5
23224,252,0
23225,302,3
23226,492,8
23227,623,6
23228,353,5
23229,782,10
23230,446,13
23232,623,3
23233,413,1
23234,661,4
23235,1494,15
23236,710,5
23237,146,5
23238,820,9
23239,1685,7
23240,724,9
23241,686,14
23242,531,4
23243,463,9
23244,1688,11
23245,2656,51
23246,775,12
23247,2503,30
23248,678,7
23249,686,10
23250,750,9
23251,444,10
23252,514,3
23253,489,8
23254,966,10
23255,337,7
23257,1474,25
23258,734,6
23259,236,7
23260,503,10
23261,750,17
23262,334,6
23263,789,7
23264,128,1
23265,200,7
23266,441,3
24001,1340,8
24002,2218,27
24004,797,4
24005,832,6
24006,487,1
24007,1065,14
24008,1121,9
24009,711,7
24010,1651,19
24011,1408,17
24012,1002,10
24014,1075,12
24015,558,6
24016,1438,14
24018,997,2
24019,1016,5
24020,1261,8
24021,956,28
24022,409,2
24023,584,8
24024,110,0
24025,588,5
24026,6383,57
24027,544,4
24028,3556,48
24029,792,5
24030,903,7
24031,525,18
24032,725,4
24034,504,3
24035,2581,16
24036,347,1
24037,21738,157
24038,715,7
24039,559,2
24040,941,1
24042,999,9
24043,375,0
24045,539,8
24046,386,5
24048,455,4
24050,910,6
24051,419,2
24052,329,1
24053,9932,111
24054,657,7
24055,1336,11
24056,480,4
24057,197,3
24058,387,1
24059,546,4
24060,204,0
24061,263,4
24062,443,6
24063,575,2
24064,6744,61
24066,582,4
24067,4083,29
24068,3826,29
24069,633,3
24070,1305,10
24071,883,8
24073,956,7
24074,1176,6
24075,891,2
24076,833,6
24077,791,4
24080,1043,8
24081,1296,7
24082,2484,6
24083,391,1
24084,416,3
24085,462,1
24086,1233,0
24087,1733,11
24088,577,3
24090,1152,12
24091,2104,14
24094,691,5
24095,807,7
24096,1293,20
24097,958,9
24098,3046,35
24100,966,6
24101,850,14
24102,4335,52
24104,1026,7
24105,287,3
24106,1169,8
24107,875,6
24108,1348,20
24109,229,4
24110,175,4
24111,238,2
24113,238,2
24114,217,5
24115,2509,25
24116,351,12
24117,998,11
24119,607,12
24120,1311,18
24121,215,2
24122,308,2
24123,300,2
24124,639,4
24126,325,2
24128,295,3
24129,882,6
24130,1107,12
24131,167,2
24132,457,2
24133,1875,14
24134,1630,10
24135,898,10
24136,394,7
24137,1378,11
24138,5884,59
24139,2270,30
24140,1847,21
24141,373,0
24142,2804,30
24143,889,3
24144,209,3
24145,2361,24
24146,440,3
24147,2096,14
24148,505,2
24150,1447,3
24151,390,5
24152,1906,5
24153,663,3
24154,596,9
24155,756,12
24156,1570,10
24157,1248,14
24158,1004,8
24159,751,9
24160,703,10
24161,338,1
24162,561,7
24163,342,1
24164,1363,4
24165,722,7
24167,3843,17
24168,901,7
24171,910,12
24172,2671,7
24174,369,1
24175,434,7
24176,139,2
24177,992,5
24179,815,10
24180,731,4
24182,2029,21
24183,806,5
24184,543,6
24186,477,4
24188,1070,12
24189,660,3
24190,498,9
24191,300,0
24192,296,1
24193,711,5
24194,1640,23
24195,278,3
24196,1312,12
24197,1010,10
24199,620,11
24200,1204,12
24202,553,5
24205,1073,12
24206,438,4
24207,1361,2
24208,378,4
24209,343,8
24210,1624,18
24211,940,6
24212,1086,5
24213,335,3
24214,1463,11
24215,580,2
24216,450,1
24217,1054,10
24218,2599,21
24220,1202,11
24221,316,5
24222,2578,22
24223,3861,30
24224,1297,11
24225,2927,28
24226,1609,23
24227,1566,4
24228,891,3
24229,1949,11
24230,324,2
24231,193,2
24232,277,5
24234,652,5
24236,1087,15
24237,1716,18
24238,303,3
24240,780,7
24241,761,4
24242,558,5
24243,1532,21
24244,248,1
24245,751,8
24246,718,4
24247,343,1
24248,669,4
24251,879,12
24252,1437,15
24253,5187,35
24254,482,1
24255,1336,9
24256,3089,41
24257,519,4
24259,3008,25
24260,966,4
24261,898,12
24262,604,10
24263,964,5
24264,2285,41
24266,1872,28
24267,280,1
24268,1251,7
24269,1535,6
24271,1284,13
24272,690,7
24273,956,11
24274,1360,9
24276,783,14
24277,477,11
24278,169,1
24279,161,0
24280,660,2
24281,431,4
24282,315,2
24284,324,1
24285,864,2
24286,832,12
24287,281,7
24288,521,4
24289,2077,26
24290,530,2
24291,4376,17
24292,769,14
24293,526,6
24294,6787,80
24295,1587,25
24296,1551,15
24297,1126,21
24299,2724,17
24300,915,3
24301,780,4
24302,853,16
24303,669,4
24304,1534,17
24305,637,4
24306,215,1
24307,441,7
24308,1320,12
24309,4262,45
24311,3418,25
24312,5034,49
24313,221,0
24316,1432,20
24317,776,3
24318,834,2
24319,841,13
24320,2134,13
24321,1119,11
24322,13622,103
24323,454,7
24324,706,7
24325,1456,4
24326,424,1
24327,369,3
24328,1783,10
24329,1663,25
24330,1546,12
24331,1177,11
24334,337,2
24335,2769,25
24336,1178,4
24337,491,2
24338,813,3
24339,291,1
24340,4794,50
24341,1757,11
24345,815,7
24346,829,2
24347,454,4
24348,648,3
24349,584,3
24350,2575,23
24351,506,3
24352,4302,49
24353,802,8
24354,4009,53
24355,988,5
24356,3354,36
24357,458,3
24359,219,2
24360,631,5
24361,529,7
24362,3097,15
24364,1315,6
24365,546,3
24366,1559,10
24367,431,3
24370,2110,28
24371,736,9
24372,5914,62
24373,750,6
24374,539,2
24375,491,3
24376,2264,33
24377,339,3
24378,286,1
24379,1136,12
24380,834,8
24381,674,3
24382,764,5
24383,392,1
24384,136,1
24385,462,3
24386,581,5
24388,1227,10
24390,505,7
24392,1219,18
24393,323,1
24394,352,2
24395,814,4
24396,2435,10
24397,761,9
24398,1056,11
24399,260,2
24401,743,12
24403,198,2
24404,537,3
24405,695,3
24406,226,2
24407,644,4
24408,558,6
24409,1293,12
24410,1003,2
24411,294,1
24412,2241,17
24413,382,4
24414,555,0
24415,380,5
24416,393,1
24417,1154,9
24418,1265,7
24419,1184,18
24420,371,11
24421,570,3
24422,259,0
24423,659,0
24424,259,1
24425,712,5
24426,324,3
24428,1225,12
24429,574,3
24432,1256,4
24434,348,1
24436,1566,17
24437,1180,5
24438,679,5
24441,293,6
24442,2261,38
24443,1069,3
24444,402,6
24445,350,4
24446,161,0
24448,807,11
24449,1514,24
24450,1247,3
24451,1152,12
24452,523,6
24453,910,6
24454,973,13
24455,1081,18
24456,485,3
24457,208,2
24458,481,3
24459,511,3
24460,671,9
24461,1285,16
24462,1978,27
24463,1157,16
24464,1043,8
24465,590,2
24466,582,1
24468,670,5
24470,740,7
24471,1091,7
24472,1198,9
24473,1074,2
24474,318,3
24476,398,1
24477,364,4
24478,384,0
24479,1999,7
24480,512,1
24481,1349,15
24482,550,8
24483,243,1
24484,1215,10
24485,903,6
24486,941,6
24487,2124,37
24488,1082,7
24489,901,6
24490,2103,21
24491,1012,10
24492,185,1
24493,241,0
24494,784,8
24495,211,1
24496,652,3
24498,2254,20
24499,1074,13
24500,269,5
24501,662,7
24502,171,1
24504,513,2
24505,980,3
24507,328,3
24508,383,8
24509,819,5
24510,810,2
24511,413,8
24512,513,5
24513,431,2
24514,422,8
24515,630,6
24516,2301,11
24517,234,0
24518,471,5
24519,993,9
24520,10436,52
24521,990,7
24522,1025,8
24523,660,9
24524,372,1
24525,371,1
24526,1534,11
24527,1359,14
24528,288,4
24529,268,3
24531,493,4
24532,400,8
24533,242,2
24534,1478,27
24535,456,6
24536,371,4
24537,512,1
24538,1525,8
24540,2530,29
24541,260,1
24542,246,1
24543,1747,20
24544,867,3
24545,326,4
24546,154,1
24547,5714,44
24548,549,8
24549,834,10
24550,1903,6
24551,3432,25
24552,614,2
24553,2390,32
24554,1046,10
24555,1357,3
24557,5681,46
24558,1332,3
24559,865,3
24560,361,1
24562,493,5
24563,616,4
24564,1488,21
24565,792,7
24566,542,4
24567,556,1
24568,1253,15
24569,360,3
24570,113,0
24571,2138,33
24572,461,3
24573,1067,15
24574,674,4
24575,607,1
24576,483,2
24577,1040,3
24580,768,3
24581,1231,16
24582,1300,12
24584,1355,16
24585,1404,11
24586,1332,16
24587,1615,9
25001,199,3
25002,270,9
25003,397,15
25004,884,42
25005,138,2
25006,117,2
25007,88,4
25008,342,9
25009,189,7
25011,623,17
25012,134,8
25013,246,7
25014,762,20
25015,746,22
25016,239,2
25017,110,3
25018,715,18
25019,375,6
25020,663,16
25021,1748,41
25022,1167,35
25024,748,26
25025,699,25
25026,283,6
25029,292,12
25030,264,7
25031,6155,79
25032,447,16
25033,512,19
25035,1783,48
25036,1350,34
25038,247,6
25039,817,30
25040,715,15
25041,328,15
25042,261,9
25043,1159,32
25044,68,0
25045,71,1
25046,85,2
25047,3358,76
25048,2187,81
25049,97,2
25050,417,15
25051,632,15
25052,95,3
25053,163,1
25054,362,11
25055,261,11
25056,25244,420
25057,1911,38
25058,936,12
25059,228,5
25060,591,19
25061,184,3
25062,280,8
25063,841,25
25065,74,3
25066,130,0
25067,191,4
25070,430,11
25071,442,18
25072,69,1
25073,574,14
25074,713,38
25075,353,13
25077,98,1
25078,994,32
25079,445,25
25082,775,29
25083,213,5
25084,811,13
25085,387,11
25086,158,8
25087,234,4
25088,101,3
25089,115,2
25090,75,0
25091,330,18
25092,122,2
25093,87,1
25094,150,5
25095,358,11
25096,123,2
25097,446,16
25098,280,4
25099,168,11
25100,375,20
25101,436,3
25102,77,0
25103,570,12
25104,95,1
25105,500,9
25106,114,1
25107,275,3
25108,222,10
25109,391,6
25110,772,30
25111,309,6
25112,844,25
25113,154,3
25114,397,16
25115,246,4
25116,253,7
25117,94,4
25119,234,5
25120,396,12
25121,336,7
25122,509,12
25124,246,5
25125,355,21
25126,448,13
25127,1771,86
25129,124,3
25130,32,0
25131,147,3
25132,127,4
25133,1455,43
25136,363,17
25138,236,8
25139,483,15
25141,153,5
25142,393,11
25143,257,4
25145,161,4
25147,1378,32
25148,320,16
25149,603,7
25150,263,13
25151,106,3
25152,140,5
25153,135,5
25154,311,7
25155,336,7
25156,1251,23
25157,891,35
25159,1044,15
25160,573,30
25161,42,0
25162,191,6
25163,128,2
25164,201,3
25166,85,5
25170,891,19
25171,103,2
25172,238,4
25173,175,5
25174,254,4
25175,105,2
25176,307,14
25177,213,4
25178,130,4
25179,59,1
25180,163,5
25181,184,3
25182,139,2
25183,107,1
25184,327,6
25185,141,2
25186,738,20
25187,536,15
25188,512,19
25189,206,13
25190,1249,30
25191,400,10
25192,146,4
25193,1282,50
25194,90,5
25195,902,26
25196,1094,29
25197,495,9
25198,509,16
25199,429,10
25200,913,18
25201,496,19
25202,245,6
25203,201,9
25204,1499,61
25207,557,15
25208,175,3
25209,143,2
25210,137,8
25211,120,4
25212,1460,27
25213,546,26
25214,464,9
25215,87,3
25216,304,13
25217,489,6
25218,161,5
25219,544,23
25220,502,18
25221,98,2
25222,1279,66
25223,531,12
25224,702,10
25225,197,3
25226,235,3
25227,222,10
25228,2281,39
25229,365,9
25230,2360,44
25231,131,3
25232,118,4
25233,257,11
25234,123,5
25235,243,6
25236,327,9
25237,1452,26
25238,136,5
25239,205,7
25240,2008,83
25241,190,7
25242,117,7
25243,552,13
25244,178,1
25245,991,30
25246,303,9
25247,129,1
25248,409,24
25249,68,2
25251,158,6
25252,107,1
25253,443,9
25254,1033,46
25255,326,11
25256,657,34
25257,191,3
25258,1335,26
25259,1294,57
25261,141,5
25262,372,16
25263,220,15
25264,77,1
25265,959,30
25266,159,1
25267,523,13
25268,147,4
25269,82,1
25270,146,6
25271,1235,51
25273,224,4
25274,298,4
25275,286,11
25276,222,4
25277,116,1
25278,539,15
25279,176,4
25280,241,11
25281,273,8
25282,647,21
25283,91,3
25284,1759,37
25285,1062,39
25286,169,4
25287,1224,56
25288,645,26
25289,83,4
25290,118,2
25293,673,24
25295,397,12
25296,599,26
25297,111,5
25298,224,8
25299,137,2
25300,273,11
25301,678,36
25303,222,11
25304,2017,46
25305,463,16
25306,123,1
25307,726,11
25308,346,12
25309,656,19
25310,160,3
25311,198,5
25312,100,2
25313,242,9
25314,375,15
25315,2145,48
25316,236,3
25317,247,5
25318,1341,50
25320,775,42
25321,2919,135
25322,342,13
25323,325,3
25324,211,9
25325,301,14
25326,487,20
25327,57,2
25328,485,30
25329,69,2
25330,209,8
25331,240,9
25332,427,6
25333,394,14
25334,1754,52
25335,178,2
25336,601,19
25338,162,1
25339,308,0
25340,205,1
25341,198,4
25342,98,2
25343,161,4
25344,69,3
25345,620,9
25346,207,9
25347,669,33
25348,533,17
25349,532,19
25350,709,10
25351,192,4
25354,230,4
25355,59,0
25356,2315,97
25357,610,34
25359,238,4
25360,155,2
25361,683,17
25362,253,14
25364,1171,40
25365,365,11
25366,183,9
25367,2740,49
25368,1078,21
25369,158,3
25370,1961,59
25371,193,9
25372,284,10
25373,54,2
25374,481,16
25375,581,19
25376,149,0
25377,240,7
25378,351,7
25379,99,5
25380,1359,23
25381,1602,35
25382,405,8
25383,306,5
25384,122,3
25385,200,3
25386,179,5
25387,388,9
25388,6813,92
25389,119,9
25390,212,15
25391,205,13
25392,188,8
25393,633,17
25394,1101,41
25395,1227,36
25397,1483,36
25398,80,5
25400,472,8
25401,45,0
25402,76,0
25403,1456,71
25404,119,6
25405,966,32
25406,524,23
25408,99,0
25410,808,20
25411,2534,93
25413,798,16
25414,116,3
25415,460,0
25416,240,4
25417,744,25
25418,1076,25
25419,140,3
25420,232,5
25421,94,5
25422,137,4
25424,1410,44
25425,317,9
25426,324,8
25427,342,12
25428,1099,28
25429,693,10
25430,84,1
25431,394,14
25432,1560,54
25433,63,1
25434,3330,49
25435,177,5
25436,104,2
25437,356,13
25438,834,22
25439,275,6
25440,363,12
25441,102,2
25442,535,22
25443,62,2
25444,169,4
25445,177,2
25446,286,6
25447,362,8
25448,958,27
25449,147,4
25450,100,3
25451,178,2
25452,384,12
25453,1259,45
25454,1414,37
25455,180,5
25456,216,9
25457,136,3
25458,251,11
25459,277,10
25460,294,8
25461,393,7
25462,5390,133
25463,2744,62
25464,131,2
25465,230,3
25466,577,20
25467,1394,36
25468,711,16
25469,378,4
25470,184,5
25471,167,1
25472,87,0
25473,501,12
25474,89,3
25475,831,19
25476,149,4
25477,312,4
25478,163,6
25479,449,13
25481,262,8
25482,564,10
25483,39,2
25485,321,9
25486,314,21
25487,64,2
25488,138,2
25489,261,13
25490,465,10
25491,162,3
25492,108,2
25493,672,36
25494,583,22
25495,1419,24
25496,169,2
25497,616,22
25498,77,2
25499,143,2
25500,118,2
25501,26,2
25502,551,15
25503,149,5
25504,116,3
25505,1139,19
25506,125,2
25507,121,4
25508,866,27
25510,324,7
25511,358,6
25512,1663,55
25513,65,1
25514,257,11
25515,278,7
25516,125,2
25517,202,8
25518,134,3
25519,722,11
25520,247,8
25521,177,3
25522,164,5
25523,654,15
25524,847,28
25525,277,16
25526,727,17
25527,3052,88
25528,81,2
25529,1479,43
25532,1915,62
25533,44,0
25534,186,7
25535,200,5
25536,201,4
25537,322,7
25538,102,2
25539,3493,88
25540,252,11
25541,356,14
25542,1203,33
25544,276,11
25545,138,10
25546,72,0
25547,985,19
25548,203,3
25549,533,15
25550,208,6
25551,160,1
25552,131,3
25553,447,13
25554,217,5
25555,617,20
25556,65,0
25557,306,11
25558,1194,46
25559,226,11
25560,1967,49
25561,260,6
25562,193,14
25563,172,2
25564,698,25
25565,229,8
25566,303,5
25567,182,5
25569,450,10
25570,59,1
25571,481,10
25572,113,7
25573,25,0
25574,259,3
25575,684,16
25578,3164,88
25579,151,4
25580,5016,88
25582,177,5
25583,252,14
25584,187,3
25586,665,30
25588,130,2
25589,149,0
25590,91,5
25591,222,1
25592,499,27
25594,285,17
25595,144,1
25596,105,4
25597,271,2
25598,389,7
25599,163,15
25600,178,10
25601,1258,35
25602,146,3
25604,174,5
25605,420,10
25607,117,2
25608,137,1
25609,324,26
25611,364,13
25612,564,8
25613,153,1
25614,1602,33
25615,390,18
25616,242,12
25617,339,8
25618,343,12
25619,220,7
25620,333,13
25621,249,8
25622,229,6
25623,159,5
25624,192,3
25625,95,2
25626,246,13
25627,339,18
25629,245,9
25630,91,1
25631,465,12
25632,2233,56
25633,690,9
25634,479,19
25635,222,9
26001,656,20
26002,2174,59
26003,83,1
26004,2497,82
26005,1822,48
26006,2561,124
26007,144,12
26008,927,42
26009,1259,36
26010,4528,139
26011,2326,106
26012,90,1
26013,184,4
26014,584,30
26015,114,3
26016,501,17
26017,96,1
26018,26,1
26019,576,16
26020,399,15
26021,231,7
26022,199,2
26023,853,37
26024,446,9
26025,319,18
26026,174,8
26027,261,2
26028,344,4
26030,19,0
26031,950,26
26032,587,20
26033,913,14
26034,526,24
26035,603,16
26036,235,2
26037,3192,122
26038,1230,58
26039,977,34
26040,242,1
26041,1532,54
26042,990,28
26043,288,12
26045,1943,68
26046,197,6
26047,245,6
26048,152,2
26049,1244,56
26050,148,4
26051,132,8
26052,407,17
26054,1235,57
26055,341,11
26056,963,22
26057,5758,168
26058,9931,271
26059,660,7
26060,384,5
26061,877,37
26062,96,2
26063,3005,82
26064,5898,212
26065,1080,23
26066,134,2
26067,176,1
26068,270,3
26069,257,4
26070,724,8
26071,1178,54
26072,1147,54
26073,421,6
26074,1216,37
26075,164,0
26076,113,3
26077,1058,37
26078,784,34
26079,1541,56
26080,94,0
26081,757,26
26082,174,1
26083,1785,48
26084,4114,157
26085,2287,92
26086,1439,22
26087,1115,49
26088,5208,200
26089,141,3
26090,51,0
26091,176,2
26092,598,22
26093,675,18
26094,1050,26
26095,966,39
26096,1677,62
26097,908,26
26098,259,7
26099,655,23
26100,677,13
26101,270,3
26102,176,5
26103,766,18
26104,190,3
26105,174,3
26106,929,32
26107,734,25
26108,5468,209
26110,582,19
26111,191,3
26112,314,8
26113,4500,111
26114,3398,133
26115,742,16
26116,3792,179
26117,118,1
26118,1465,59
26119,924,27
26121,979,24
26122,285,7
26123,83,1
26124,4351,170
26125,1507,73
26126,238,3
26127,164,8
26128,231,4
26129,1113,51
26130,61,2
26131,251,3
26133,337,9
26134,172,2
26135,261,4
26136,156,3
26137,318,3
26138,1431,29
26139,2058,87
26140,640,35
26141,422,12
26142,237,4
26143,1209,35
26144,2222,63
26145,624,21
26146,2178,52
26147,93,0
26148,2174,93
26149,1063,42
26150,29,0
26152,107,1
26153,204,2
26154,501,11
26155,1308,50
26156,1081,42
26157,684,15
26159,244,3
26160,1020,29
26161,124,1
26162,1145,22
26163,128,2
26164,204,6
26165,6909,207
26166,4408,154
26167,924,25
26168,1008,19
26169,1827,65
26170,2573,92
26171,245,6
26172,788,32
26173,1126,41
26174,978,54
26175,271,13
26176,1486,49
26177,840,39
26178,961,22
26179,2859,112
26180,400,4
26181,547,26
26182,2046,41
26183,1206,51
26185,917,11
26186,165,9
26188,1864,35
26189,277,4
26190,158,1
26191,1972,72
26192,387,9
26193,932,5
26194,800,24
26195,361,6
26196,1437,52
26197,3512,195
26198,20227,597
26199,115,0
26200,192,4
26201,146,2
26202,445,17
26203,375,9
26204,309,13
26205,227,4
26206,2869,116
26207,851,30
26208,1712,90
26209,119,0
26210,1525,52
26211,1301,21
26212,1294,27
26213,708,10
26214,109,3
26215,902,17
26216,1282,43
26217,329,12
26218,2678,105
26220,5362,118
26221,272,3
26222,83,0
26223,782,17
26224,309,14
26225,798,30
26226,419,5
26227,52,1
26228,33,2
26229,164,4
26231,2423,92
26232,749,23
26233,441,5
26234,1132,34
26235,8917,299
26236,250,10
26238,274,7
26239,449,3
26240,403,8
26241,336,5
26242,68,0
26243,1173,43
26244,247,4
26245,54,0
26246,241,9
26247,495,16
26248,377,5
26249,709,10
26250,2535,90
26251,619,17
26252,5800,171
26253,246,7
26254,101,2
26255,98,4
26256,218,5
26257,423,11
26258,1032,28
26259,379,17
26261,530,17
26262,430,12
26263,245,7
26264,611,9
26266,104,4
26267,32,0
26268,232,3
26269,121,4
26270,262,4
26271,2649,95
26272,389,10
26273,1079,48
26274,29,0
26275,1709,48
26276,623,16
26277,260,6
26278,720,14
26279,191,3
26281,15884,483
26282,370,8
26283,110,2
26284,478,6
26285,456,6
26286,53,0
26287,546,32
26288,554,9
26289,1626,26
26290,766,17
26291,182,2
26292,403,7
26293,375,8
26294,778,19
26295,1903,61
26296,110,1
26298,569,15
26299,233,5
26300,125,2
26301,3713,116
26302,529,18
26303,230,2
26304,415,8
26305,1111,38
26306,655,8
26307,2736,80
26308,310,7
26309,366,17
26310,252,7
26311,1232,33
26312,1013,45
26313,4431,154
26314,589,26
26315,679,21
26316,243,7
26317,819,20
26318,135,0
26319,592,30
26320,671,13
26321,492,4
26322,502,4
26323,1859,97
26324,6612,190
26325,4179,157
26326,1679,39
26327,286,6
26328,171,3
26329,362,12
26330,2281,85
26331,628,15
26332,1755,57
26333,2045,31
26334,174,4
26335,330,8
26336,854,13
26337,1622,55
26338,1845,80
26339,1637,56
26340,593,16
26341,736,25
26342,442,9
26343,165,1
26344,693,17
26345,2048,67
26346,501,16
26347,3319,66
26348,1907,57
26349,436,14
26350,199,7
26351,67,0
26352,313,2
26353,748,40
26355,583,16
26356,264,5
26357,1818,62
26358,1678,55
26359,68,2
26360,775,18
26361,416,9
26362,20481,473
26363,66,1
26364,518,19
26365,870,31
26367,1011,26
26368,461,19
26369,171,3
26370,318,8
26371,89,1
26372,132,2
26373,560,17
26374,66,0
26375,57,0
26376,338,5
26377,1647,44
26378,94,3
26379,893,34
26380,596,11
26381,819,30
26382,710,29
27001,382,3
27002,782,2
27003,1624,5
27004,268,6
27005,1391,2
27006,225,1
27008,1160,10
27009,821,3
27010,206,3
27011,1209,16
27012,450,7
27013,627,4
27014,963,5
27015,1154,12
27016,5890,48
27017,821,5
27018,1266,9
27019,302,2
27020,1444,12
27021,527,2
27022,3366,38
27023,593,3
27025,1160,6
27026,391,4
27027,316,3
27028,387,2
27031,825,5
27032,1628,11
27033,358,0
27034,683,8
27035,306,0
27036,500,8
27037,1129,14
27038,848,1
27039,592,6
27040,637,6
27042,159,0
27043,1180,6
27044,866,6
27045,661,2
27046,343,0
27047,399,1
27048,401,4
27049,8312,57
27050,849,5
27051,2438,25
27052,571,2
27053,257,2
27054,673,4
27055,445,2
27056,6896,31
27057,383,1
27059,300,1
27061,552,0
27062,1842,28
27063,310,1
27064,653,6
27065,4185,41
27066,365,6
27067,1329,21
27068,347,5
27069,955,3
27070,1791,25
27071,386,5
27072,885,6
27073,997,16
27074,448,11
27075,742,5
27076,675,6
27077,672,7
27078,331,4
27079,584,11
27081,233,0
27082,1462,12
27083,350,5
27085,1693,19
27089,1041,19
27090,3011,43
27091,868,11
27094,219,2
27095,621,4
27096,727,4
27097,689,1
27098,129,1
27099,573,8
27100,1065,11
27101,604,4
27102,1233,12
27103,2743,30
27104,672,9
27105,3076,43
27106,637,7
27107,1456,16
27108,1942,7
27109,331,2
27110,732,6
27111,251,0
27112,4909,25
27113,235,1
27114,1574,6
27115,609,4
27116,3200,18
27117,1148,6
27118,644,3
27119,1219,11
27120,412,0
27123,558,10
27124,358,1
27125,683,9
27126,1030,25
27127,775,10
27129,814,2
27130,683,3
27132,815,6
27133,1021,9
27134,278,2
27135,525,6
27136,324,1
27137,501,1
27138,791,5
27139,362,3
27140,523,3
27141,106,0
27142,251,2
27144,373,1
27146,515,7
27147,497,5
27148,710,6
27149,197,0
27151,1795,20
27152,413,3
27153,362,0
27154,852,6
27155,277,0
27156,767,3
27157,1727,8
27158,709,5
27161,1106,6
27162,407,1
27163,248,1
27164,844,13
27165,3542,23
27167,756,8
27168,258,2
27169,970,22
27170,1317,7
27171,746,8
27173,186,2
27174,1412,12
27176,230,1
27177,736,4
27179,807,5
27180,1322,22
27181,830,12
27182,353,1
27183,1806,16
27184,215,2
27185,540,5
27187,470,3
27188,1636,7
27189,367,6
27190,389,3
27191,2432,27
27192,663,4
27193,1129,8
27194,278,0
27196,933,6
27198,7886,57
27199,512,1
27200,139,4
27201,326,4
27202,667,5
27203,539,7
27204,298,3
27205,440,3
27206,702,2
27207,841,6
27208,301,4
27209,809,9
27210,623,9
27212,132,1
27213,6956,52
27214,863,3
27215,455,5
27216,355,4
27217,666,6
27218,2022,20
27219,617,4
27220,447,1
27222,461,2
27224,617,5
27226,3001,29
27227,834,10
27228,395,3
27229,17337,90
27230,2925,21
27231,447,3
27232,320,5
27233,939,11
27234,277,0
27235,252,0
27237,370,3
27238,953,2
27239,563,0
27240,369,1
27241,232,1
27242,1513,13
27243,878,7
27245,559,4
27246,1361,11
27247,560,2
27248,343,3
27249,880,11
27251,696,3
27252,666,4
27254,1024,7
27256,571,7
27258,821,6
27259,144,2
27260,774,6
27261,512,5
27263,1552,15
27266,241,4
27267,635,1
27269,421,4
27271,414,2
27273,427,2
27275,3374,21
27276,416,2
27277,705,8
27278,1712,13
27279,2285,17
27280,479,3
27281,249,1
27282,564,0
27284,5463,49
27285,627,1
27286,637,6
27287,779,3
27288,534,3
27289,347,2
27290,1437,9
27291,335,0
27294,1010,14
27295,733,5
27298,401,6
27299,2362,18
27300,642,2
27301,1097,10
27302,1423,13
27304,236,3
27306,1973,13
27307,609,3
27309,489,5
27310,627,9
27311,894,11
27312,443,3
27313,516,10
27315,395,4
27316,1554,16
27317,771,8
27318,302,1
27319,345,2
27320,400,1
27321,107,1
