insee_code,total_rooftops,pv_rooftops_count
51355,138,1
51356,188,1
51357,648,6
51358,606,4
51359,289,1
51360,312,4
51361,208,6
51362,574,9
51363,307,6
51364,82,2
51365,663,11
51367,1207,14
51368,138,0
51369,354,3
51370,292,3
51371,137,2
51372,544,14
51373,175,1
51374,78,0
51375,283,5
51376,226,3
51377,147,1
51378,478,2
51379,490,4
51380,3448,24
51381,780,5
51382,134,3
51384,324,6
51386,262,4
51387,324,11
51388,2058,21
51389,662,11
51390,924,7
51391,1329,22
51392,227,5
51393,302,6
51395,235,2
51396,263,2
51397,224,2
51398,277,1
51399,698,3
51402,341,6
51403,581,16
51404,254,9
51406,145,2
51407,411,7
51409,473,12
51410,725,9
51412,141,6
51413,803,11
51414,211,0
51415,253,3
51416,807,5
51417,586,9
51418,461,4
51419,363,6
51420,153,0
51421,178,2
51422,403,6
51423,1559,24
51424,370,4
51425,664,3
51426,133,1
51428,366,9
51429,343,2
51430,246,2
51431,1399,16
51432,961,9
51433,224,4
51434,645,8
51435,321,6
51436,863,14
51437,126,0
51438,162,8
51439,481,9
51440,1293,15
51441,200,1
51442,310,3
51443,184,1
51444,451,5
51445,206,3
51446,605,11
51447,486,10
51448,799,10
51449,886,12
51450,356,6
51451,145,0
51452,73,3
51453,908,12
51454,45733,287
51455,217,0
51456,110,2
51457,1086,8
51458,118,2
51459,164,0
51460,325,1
51461,972,10
51463,271,3
51464,380,2
51465,244,4
51466,262,3
51468,340,6
51469,148,7
51470,16,0
51471,473,3
51472,1353,17
51473,181,1
51474,1976,17
51475,135,4
51476,566,13
51477,279,1
51478,371,7
51479,271,3
51480,221,3
51482,558,10
51483,352,9
51484,252,3
51485,297,5
51486,442,11
51487,412,10
51488,277,12
51489,124,1
51490,241,8
51491,226,3
51492,1678,15
51493,135,0
51495,170,1
51496,278,5
51497,69,0
51498,115,1
51499,173,8
51500,212,1
51501,338,5
51502,126,3
51503,143,0
51504,1014,15
51505,436,4
51506,2093,43
51507,3480,40
51508,391,5
51509,325,8
51510,164,3
51511,269,2
51512,130,4
51513,619,8
51514,141,6
51515,395,5
51516,128,1
51517,254,2
51518,450,2
51519,71,1
51520,235,6
51521,297,3
51522,373,3
51523,287,3
51524,427,5
51525,1422,30
51526,464,9
51527,305,2
51528,187,2
51529,384,6
51530,625,4
51531,1960,16
51532,624,11
51533,272,2
51534,344,1
51535,3894,14
51536,1346,22
51537,313,9
51538,155,5
51539,112,1
51542,181,2
51543,128,1
51544,768,15
51545,569,16
51546,606,22
51547,273,3
51548,390,13
51549,257,7
51550,393,9
51551,486,7
51552,390,5
51553,266,5
51555,271,7
51556,396,8
51557,422,5
51558,176,3
51559,2306,33
51560,184,2
51562,1783,22
51563,167,1
51564,759,7
51565,207,4
51566,437,7
51567,532,10
51568,308,5
51569,379,5
51570,216,1
51571,903,24
51572,237,7
51573,4351,47
51574,160,3
51576,1303,16
51577,138,3
51578,141,0
51579,332,4
51580,676,11
51581,210,1
51582,675,4
51583,273,0
51584,182,2
51585,1212,13
51586,235,0
51587,278,3
51588,405,6
51589,415,4
51590,465,13
51591,254,3
51592,538,6
51594,136,6
51595,222,9
51596,433,2
51597,399,1
51598,402,10
51599,331,11
51600,193,2
51601,264,3
51602,115,1
51603,245,4
51604,427,1
51605,832,5
51607,322,0
51608,149,2
51609,1120,12
51610,460,4
51611,444,13
51612,3768,35
51613,1024,13
51614,993,6
51616,250,1
51617,619,14
51618,287,2
51619,184,0
51620,246,4
51621,603,3
51622,538,2
51623,243,3
51624,511,12
51625,447,5
51626,217,2
51627,486,9
51628,226,3
51629,715,4
51630,282,3
51631,252,2
51632,349,3
51633,374,5
51634,295,4
51635,173,2
51636,653,8
51638,282,5
51639,141,1
51640,284,4
51641,374,4
51642,168,1
51643,693,9
51644,552,3
51645,169,3
51646,224,2
51647,914,7
51648,326,10
51649,5316,38
51650,105,0
51652,164,0
51654,210,9
51655,383,8
51656,565,12
51657,286,3
51658,210,3
51659,107,1
51660,1999,29
51662,2667,41
51663,1205,9
52001,355,2
52002,58,0
52003,248,3
52004,20,0
52005,75,0
52006,358,2
52007,194,0
52008,996,18
52009,193,3
52011,125,1
52012,64,2
52013,260,3
52014,286,4
52015,190,3
52016,178,1
52017,1060,4
52019,192,0
52021,286,3
52022,436,0
52023,419,3
52025,208,3
52027,142,1
52028,109,3
52029,196,6
52030,91,1
52031,490,4
52033,187,2
52034,166,0
52035,341,2
52037,364,3
52038,140,1
52039,165,2
52040,131,1
52042,153,3
52043,159,0
52044,744,16
52045,1429,18
52047,238,1
52050,1337,18
52051,74,4
52053,76,0
52055,158,4
52056,259,9
52057,214,4
52058,1603,20
52059,223,3
52060,2705,19
52061,465,2
52062,221,3
52063,146,1
52064,1129,8
52065,156,3
52066,153,0
52067,198,0
52069,186,0
52070,185,1
52072,321,4
52074,915,15
52075,180,3
52076,441,2
52079,820,7
52082,210,0
52083,1165,6
52084,84,1
52085,58,1
52087,192,0
52088,1103,18
52089,172,1
52090,128,0
52091,147,7
52092,221,0
52093,1955,26
52094,432,3
52095,329,3
52097,96,2
52099,757,8
52101,108,3
52102,423,2
52103,206,2
52104,859,10
52106,145,2
52107,219,1
52108,207,3
52109,32,0
52110,263,5
52113,371,4
52114,2055,12
52115,149,0
52116,85,1
52118,389,7
52119,313,3
52120,245,2
52121,10801,100
52122,248,2
52123,1376,12
52124,177,4
52125,893,12
52126,273,3
52127,137,2
52128,201,5
52129,263,0
52130,318,8
52131,169,4
52132,224,2
52133,206,2
52134,373,4
52135,206,3
52136,287,5
52137,72,1
52138,167,2
52140,1049,11
52141,291,1
52142,156,0
52145,269,2
52146,229,4
52147,184,0
52149,165,2
52151,241,5
52155,500,8
52156,398,1
52157,22,0
52158,499,5
52159,66,2
52160,125,4
52161,137,2
52162,338,1
52163,420,6
52164,283,4
52165,398,3
52167,242,4
52168,167,1
52169,135,0
52170,288,7
52171,357,3
52172,501,9
52173,201,2
52174,92,1
52175,416,7
52177,1000,10
52178,650,6
52179,39,0
52181,149,3
52182,2126,20
52183,121,0
52184,146,0
52185,253,2
52187,314,5
52189,690,11
52190,367,5
52193,285,4
52194,1837,12
52195,116,0
52196,226,3
52197,1795,14
52198,156,1
52199,116,2
52200,183,0
52201,74,0
52203,199,0
52204,131,2
52205,728,10
52206,232,8
52207,181,3
52208,387,2
52211,1552,9
52212,365,3
52213,342,4
52214,27,0
52216,89,1
52217,153,1
52218,107,2
52219,37,0
52220,279,0
52221,200,1
52222,51,0
52223,194,2
52227,390,5
52228,125,2
52229,237,2
52230,413,5
52231,136,2
52232,95,0
52233,168,1
52234,74,2
52235,370,5
52237,308,8
52240,285,0
52242,1346,22
52243,201,2
52244,637,7
52245,128,2
52246,636,11
52247,272,5
52248,551,3
52249,204,1
52250,2527,11
52251,886,8
52253,191,1
52254,149,0
52256,103,0
52257,224,1
52258,623,3
52260,128,5
52264,168,2
52265,1245,15
52266,100,1
52267,276,1
52269,4033,29
52271,259,4
52272,263,3
52274,624,8
52275,155,1
52276,270,1
52277,119,2
52278,138,2
52280,269,6
52282,470,16
52284,179,3
52286,125,1
52287,171,2
52288,229,1
52289,324,8
52290,233,0
52291,120,1
52292,661,9
52294,764,19
52295,143,1
52297,314,3
52298,158,0
52300,258,5
52301,102,1
52302,242,5
52303,217,1
52304,95,2
52305,503,7
52306,419,1
52307,297,7
52308,528,4
52310,196,4
52311,385,7
52312,88,1
52313,239,4
52315,317,5
52316,112,3
52318,498,1
52319,138,1
52320,167,1
52321,335,4
52322,189,1
52325,207,0
52326,93,1
52327,375,3
52328,77,0
52330,114,2
52331,2049,35
52332,2319,30
52335,157,3
52336,136,0
52337,138,1
52341,213,3
52342,47,0
52344,84,3
52346,377,5
52347,304,0
52348,608,8
52349,284,3
52350,135,1
52352,159,0
52353,3564,43
52354,139,1
52355,280,2
52356,161,2
52357,244,2
52358,153,2
52359,347,2
52360,329,7
52362,179,4
52363,140,1
52364,136,3
52365,510,5
52366,162,2
52367,60,0
52369,170,1
52370,442,1
52371,201,1
52372,174,1
52373,109,1
52374,345,8
52375,75,5
52376,119,0
52378,91,1
52380,454,3
52383,444,4
52384,255,4
52385,99,3
52386,656,2
52388,356,1
52390,106,2
52391,356,8
52392,140,1
52393,102,0
52394,371,4
52395,142,2
52396,218,1
52397,140,3
52398,691,12
52399,277,1
52400,343,1
52401,438,4
52403,154,0
52405,1437,12
52406,366,6
52407,389,3
52411,2536,30
52413,150,0
52414,562,4
52415,169,0
52416,122,0
52419,205,2
52420,211,1
52421,292,5
52422,390,0
52423,622,6
52424,127,0
52425,369,6
52426,231,2
52428,85,3
52429,579,2
52431,319,4
52432,1486,9
52433,297,2
52436,111,1
52437,70,1
52438,191,2
52439,256,2
52440,326,6
52442,362,6
52443,78,0
52444,408,2
52445,114,3
52446,223,4
52447,287,2
52448,12983,68
52449,1158,19
52450,278,2
52452,158,3
52453,149,2
52455,252,1
52456,657,7
52457,183,5
52459,134,1
52461,452,11
52463,122,5
52464,134,1
52465,212,3
52467,132,2
52468,178,1
52469,557,20
52472,164,2
52473,169,2
52474,161,1
52475,125,2
52476,162,1
52479,927,23
52480,375,8
52482,175,1
52483,171,0
52484,339,6
52486,108,0
52487,159,0
52488,284,1
52489,77,1
52490,782,7
52491,269,4
52492,543,6
52493,119,1
52494,222,7
52495,171,1
52497,700,12
52499,165,0
52500,553,5
52502,85,2
52503,69,1
52504,420,3
52505,104,1
52506,151,3
52507,118,2
52510,444,11
52511,107,3
52512,544,0
52513,132,0
52514,327,2
52515,127,1
52516,59,1
52517,220,1
52518,138,0
52519,109,0
52520,333,5
52522,289,4
52523,112,6
52524,382,1
52525,220,0
52526,253,3
52528,206,2
52529,1376,19
52534,1254,19
52535,574,10
52538,324,7
52539,158,1
52540,78,1
52541,191,3
52542,108,0
52543,874,4
52544,653,5
52545,196,1
52546,81,1
52547,274,6
52548,91,3
52549,67,0
52550,2420,14
53001,1747,27
53002,787,11
53003,3618,35
53005,2664,33
53007,2572,42
53008,2137,32
53009,994,21
53010,567,9
53011,1042,11
53012,992,10
53013,1020,19
53015,1971,27
53016,1826,20
53017,1505,17
53018,1919,30
53019,313,4
53021,756,9
53022,979,8
53023,667,8
53025,1477,23
53026,838,15
53027,428,1
53028,655,11
53029,2207,25
53030,600,6
53031,875,8
53033,269,3
53034,3995,65
53035,822,20
53036,1701,21
53037,692,9
53038,321,3
53039,2189,16
53040,1127,20
53041,488,8
53042,2024,17
53043,797,3
53045,744,12
53046,546,13
53047,795,12
53048,1924,6
53049,643,15
53051,1063,6
53052,548,6
53053,1430,14
53054,4225,75
53055,1291,8
53056,938,8
53057,905,11
53058,560,8
53059,578,9
53061,786,10
53062,13187,136
53063,641,12
53064,2018,19
53066,1681,21
53067,748,12
53068,386,5
53069,660,2
53071,1138,3
53072,1440,15
53073,1247,15
53074,1321,17
53075,687,4
53076,767,16
53077,3292,36
53078,797,12
53079,1213,8
53080,306,3
53082,814,13
53083,1756,28
53084,4850,57
53085,340,10
53086,1275,21
53087,527,6
53088,1560,19
53089,920,11
53090,312,1
53091,1364,6
53093,952,10
53094,1928,26
53096,5673,43
53097,7209,71
53098,1006,12
53099,736,14
53100,2220,16
53101,1157,9
53102,394,4
53103,1836,26
53104,1863,29
53105,379,1
53106,1011,6
53107,3005,31
53108,607,11
53109,977,15
53110,1508,21
53111,667,6
53112,988,11
53113,1195,13
53114,665,8
53115,709,9
53116,1423,15
53117,735,9
53118,660,2
53119,2646,42
53120,1324,11
53121,2550,15
53122,1496,7
53123,2710,25
53124,2063,22
53125,2165,19
53126,2353,8
53127,3967,37
53128,609,11
53129,564,5
53130,20473,188
53131,593,1
53132,741,5
53133,1670,11
53134,289,4
53135,1336,14
53136,1608,21
53137,2604,50
53139,910,8
53140,2819,34
53141,922,12
53142,997,6
53143,663,12
53144,1298,15
53145,788,5
53146,2073,18
53147,8419,83
53148,435,10
53150,1341,8
53151,1779,15
53152,2708,31
53153,874,13
53154,1627,5
53155,2100,30
53156,395,6
53157,1329,22
53158,1196,11
53160,889,16
53161,4205,58
53162,885,7
53163,882,11
53164,960,4
53165,448,5
53168,1301,24
53169,531,5
53170,1984,16
53172,539,9
53173,448,2
53174,825,10
53175,1418,15
53176,1363,8
53177,541,0
53178,492,10
53179,701,8
53180,1102,15
53181,904,8
53182,1582,21
53184,363,5
53185,3414,37
53186,2655,38
53187,371,7
53188,3000,34
53189,356,2
53190,1022,8
53191,504,9
53192,673,15
53193,1023,13
53195,604,10
53196,940,13
53197,1051,17
53198,632,10
53199,861,2
53200,834,16
53201,4395,60
53202,962,6
53203,725,7
53204,837,10
53206,416,9
53208,970,2
53209,894,15
53210,2332,29
53211,3323,34
53212,590,12
53213,1008,9
53214,272,3
53216,1231,15
53218,1451,13
53219,2016,21
53220,394,6
53221,859,2
53222,587,9
53223,1007,6
53224,1070,16
53225,725,8
53226,1429,8
53228,1360,19
53229,1413,28
53230,616,4
53232,558,10
53233,436,4
53234,611,5
53235,685,9
53236,626,5
53237,1157,9
53238,1377,10
53240,654,9
53242,607,16
53243,1797,30
53245,2316,8
53246,2627,34
53247,2091,29
53248,396,6
53249,3214,24
53250,599,13
53251,755,16
53253,643,9
53255,2131,14
53256,674,2
53257,866,11
53258,1475,16
53259,681,23
53260,537,12
53261,479,4
53262,1237,13
53263,788,6
53264,500,8
53265,1438,10
53266,661,4
53267,1564,22
53269,1234,8
53270,378,2
53271,3239,32
53272,581,6
53273,1430,26
53276,1157,15
54001,330,3
54002,230,6
54003,143,1
54004,161,4
54005,168,3
54006,336,8
54007,501,8
54008,383,6
54009,172,6
54010,500,11
54011,574,13
54012,347,1
54013,161,2
54014,309,8
54015,201,7
54016,242,4
54017,133,1
54018,281,9
54019,117,1
54020,508,10
54021,245,7
54022,482,6
54023,358,14
54024,315,4
54025,1050,24
54026,244,4
54027,631,10
54028,1854,21
54029,1503,24
54030,162,2
54031,255,5
54032,187,9
54033,109,1
54034,231,5
54035,396,5
54036,779,20
54037,315,3
54038,831,24
54039,3139,38
54040,1431,28
54041,203,4
54042,282,8
54043,839,10
54044,261,4
54045,422,9
54046,383,6
54047,221,8
54048,379,5
54049,495,4
54050,89,2
54051,950,17
54052,158,7
54053,169,5
54054,1207,17
54055,298,3
54056,182,2
54057,93,1
54058,160,2
54059,780,12
54060,1155,13
54061,523,12
54062,535,6
54063,215,4
54064,462,1
54065,1094,24
54066,234,9
54067,594,16
54068,205,2
54069,431,7
54070,165,3
54071,232,2
54072,229,5
54073,686,14
54074,41,2
54075,299,8
54076,2512,39
54077,837,6
54078,94,2
54079,2744,8
54080,935,10
54081,451,3
54082,167,5
54083,214,8
54084,917,11
54085,166,1
54086,425,6
54087,147,2
54088,214,8
54089,1182,27
54090,2620,30
54091,333,3
54092,107,2
54093,225,4
54094,210,4
54095,49,1
54096,294,6
54097,153,4
54098,183,3
54099,5313,75
54100,616,13
54101,231,3
54102,546,5
54103,252,7
54104,262,5
54105,470,5
54106,117,4
54107,84,4
54108,175,3
54109,737,10
54110,482,5
54111,2294,34
54112,564,14
54113,1013,22
54114,247,1
54115,2998,29
54116,1700,36
54117,135,4
54118,521,10
54119,124,4
54120,291,2
54121,240,4
54122,630,15
54123,1085,22
54124,76,2
54125,438,14
54126,212,2
54127,458,11
54128,671,8
54129,1692,17
54130,289,6
54131,388,4
54132,87,0
54133,203,11
54134,316,1
54135,1013,17
54136,1547,13
54137,476,4
54138,1972,38
54139,292,6
54140,158,3
54141,152,4
54142,135,2
54143,378,6
54144,315,6
54145,869,11
54146,234,2
54147,146,0
54148,610,9
54149,1304,11
54150,1923,28
54151,722,12
54152,2043,62
54153,106,2
54154,529,6
54155,388,12
54156,441,4
54157,3013,35
54158,122,5
54159,6163,91
54160,282,8
54161,395,11
54162,951,15
54163,290,13
54164,94,3
54165,472,7
54166,48,4
54167,1324,22
54168,286,4
54169,120,2
54170,65,4
54171,724,16
54172,275,11
54173,200,2
54174,2212,25
54175,356,8
54176,1130,21
54177,231,9
54178,208,7
54179,309,2
54180,92,1
54181,618,8
54182,373,7
54183,140,1
54184,3260,44
54185,71,0
54186,735,20
54187,157,2
54188,838,23
54189,566,9
54190,187,3
54191,195,4
54192,300,8
54193,95,1
54194,390,7
54195,200,5
54196,1133,13
54197,1627,21
54198,312,9
54199,497,5
54200,180,3
54201,378,4
54202,276,1
54203,226,5
54204,135,5
54205,2070,18
54206,377,6
54207,173,0
54208,332,9
54209,100,1
54210,188,4
54211,315,5
54212,378,3
54213,302,3
54214,572,15
54215,3385,45
54216,132,3
54217,195,6
54218,51,2
54219,72,4
54220,157,0
54221,231,5
54222,1037,12
54223,245,4
54224,144,1
54225,182,1
54226,206,6
54227,1440,22
54228,120,0
54229,507,7
54230,128,1
54231,206,2
54232,1924,45
54233,102,2
54234,1602,29
54235,385,11
54236,472,6
54237,112,0
54238,300,5
54239,135,2
54240,73,4
54241,88,5
54242,226,2
54243,235,2
54244,147,10
54245,71,1
54246,95,1
54247,186,4
54248,143,1
54249,261,8
54250,647,15
54251,192,0
54252,336,3
54253,446,5
54254,1895,27
54255,117,1
54256,324,2
54257,2669,50
54258,240,3
54259,311,8
54260,679,20
54261,2182,21
54262,208,4
54263,4043,44
54264,255,5
54265,1337,27
54266,374,7
54268,236,3
54269,366,11
54270,2310,44
54271,188,6
54272,337,6
54273,4850,60
54274,2594,23
54275,246,1
54276,683,5
54277,386,5
54278,97,4
54279,799,12
54280,4025,36
54281,764,15
54282,122,2
54283,253,6
54284,1070,14
54285,97,0
54286,1216,22
54287,219,7
54288,416,6
54289,318,2
54290,227,2
54291,311,9
54292,191,5
54293,142,4
54294,147,4
54295,825,13
54296,384,5
54297,361,8
54298,151,3
54299,237,3
54300,3325,53
54301,138,3
54302,626,16
54303,432,5
54304,4255,38
54305,1719,31
54306,288,8
54307,190,3
54308,232,3
54309,398,7
54310,8,0
54311,541,8
54312,413,4
54313,193,2
54314,2422,26
54315,746,19
54316,274,6
54317,131,1
54318,3378,56
54320,294,1
54321,1252,16
54322,3628,47
54323,6240,48
54324,124,0
54325,143,1
54326,201,3
54327,574,11
54328,2991,72
54329,8098,74
54330,310,7
54331,359,4
54332,1041,7
54333,214,2
54334,492,12
54335,425,9
54336,641,24
54337,121,1
54338,721,13
54339,3457,45
54340,263,7
54343,235,3
54344,194,6
54345,268,9
54346,261,8
54348,238,8
54349,243,3
54350,725,13
54351,1179,18
54352,791,17
54353,714,12
54354,61,0
54355,149,2
54356,95,2
54357,2727,28
54358,237,2
54359,280,12
54360,286,15
54362,1377,18
54363,283,8
54364,823,14
54365,451,6
54366,1342,28
54367,1415,28
54368,224,4
54369,459,15
54370,216,5
54371,735,13
54372,422,1
54373,538,8
54374,442,4
54375,804,14
54376,297,5
54377,193,4
54378,438,7
54379,116,3
54380,361,10
54381,114,1
54382,3127,37
54383,821,15
54385,814,12
54386,177,2
54387,146,1
54388,154,4
54389,119,4
54390,123,0
54391,1336,10
54392,233,1
54393,580,2
54394,200,5
54395,23010,169
54396,320,7
54397,4055,37
54398,147,5
54399,260,1
54400,1049,4
54401,145,5
54402,303,7
54403,757,6
54404,246,3
54405,308,11
54406,278,5
54407,150,4
54408,267,6
54409,173,6
54410,391,2
54411,214,3
54412,43,0
54413,175,9
54414,516,8
54415,2461,25
54416,174,8
54417,222,6
54418,280,1
54419,132,2
54420,136,1
54421,395,6
54422,84,1
54423,466,8
54424,53,1
54425,1970,21
54426,489,10
54427,211,2
54428,672,7
54429,230,2
54430,2311,23
54431,7086,47
54432,1357,15
54433,216,2
54434,309,4
54435,323,3
54436,129,2
54437,957,13
54438,102,3
54439,2288,42
54440,123,2
54441,212,4
54442,110,1
54443,95,0
54444,213,2
54445,137,3
54446,100,2
54447,108,2
54449,824,15
54450,190,2
54451,2332,30
54452,94,3
54453,218,4
54455,219,6
54456,545,7
54457,91,1
54458,181,5
54459,1702,30
54460,199,2
54461,110,1
54462,2043,27
54463,205,5
54464,97,0
54465,610,15
54466,302,12
54467,217,3
54468,99,2
54469,374,11
54470,124,3
54471,107,2
54472,715,12
54473,232,2
54474,182,4
54475,218,3
54476,355,6
54477,218,6
54478,147,6
54479,110,3
54480,82,3
54481,144,3
54482,3163,24
54483,4040,57
54484,222,2
54485,295,6
54486,297,8
54487,133,2
54488,87,2
54489,180,1
54490,997,29
54491,318,8
54492,178,4
54493,1317,12
54494,152,5
54495,2197,31
54496,346,6
54497,105,3
54498,2534,31
54499,126,4
54500,200,2
54501,146,4
54502,343,4
54504,403,5
54505,534,12
54507,115,5
54508,218,6
54509,911,16
54510,298,7
54511,120,1
54512,144,3
54513,581,13
54514,409,10
54515,249,6
54516,31,0
54517,224,1
54518,863,10
54519,547,6
54520,397,5
54521,1270,5
54522,147,2
54523,167,1
54524,105,2
54525,456,5
54526,4280,49
54527,621,11
54528,6652,61
54529,50,1
54530,108,4
54531,84,3
54532,204,4
54533,1986,37
54534,493,6
54535,228,5
54536,2494,19
54537,562,19
54538,389,6
54539,330,5
54540,710,10
54541,196,1
54542,1696,23
54543,213,5
54544,131,3
54545,248,1
54546,827,4
54547,5853,67
54548,504,6
54549,2534,13
54550,318,3
54551,140,0
54552,104,1
54553,224,3
54554,77,0
54555,142,5
54556,168,7
54557,1883,33
54558,241,4
54559,294,9
54560,60,0
54561,64,0
54562,178,2
54563,1045,4
54564,189,5
54565,249,2
54566,139,3
54567,444,4
54568,302,8
54569,135,1
54570,250,5
54571,592,12
54572,522,8
54573,196,1
54574,439,13
54575,1101,20
54576,107,1
54577,153,4
54578,5680,74
54579,285,2
54580,5229,50
54581,262,23
54582,210,5
54583,433,11
54584,844,10
54585,447,19
54586,591,19
54587,180,3
54588,392,7
54589,120,3
54590,587,9
54591,276,4
54592,233,5
54593,364,1
54594,124,1
54595,468,13
54596,792,5
54597,442,10
54598,249,5
54599,108,2
54600,175,2
54601,160,6
54602,148,7
55001,374,3
55002,185,1
55004,151,4
55005,144,1
55007,222,1
55008,218,3
55009,463,7
55010,2312,26
55011,290,3
55012,611,10
55013,404,7
55014,459,1
55015,450,7
55017,201,5
55018,70,1
55021,115,1
55022,200,0
55023,179,2
55024,259,2
55025,330,5
55026,250,3
55027,125,5
55028,203,2
55029,8285,83
55031,385,10
55032,112,1
55033,53,0
55034,178,3
55035,207,5
55036,139,0
55037,197,2
55038,151,0
55039,2,0
55040,487,2
55041,556,7
55042,412,4
55043,1912,29
55044,86,1
55045,397,5
55046,167,3
55047,200,3
55048,45,0
55049,409,2
55050,3,0
55051,219,5
55053,313,4
55054,144,2
55055,63,1
55057,114,0
55058,342,5
55059,349,3
55060,415,6
55061,258,2
55062,139,0
55063,2395,25
55064,175,4
55065,170,0
55066,231,5
55067,138,2
55068,128,2
55069,361,2
55070,88,2
55071,276,4
55072,116,1
55073,448,5
55075,217,1
55076,291,4
55077,314,1
55078,489,4
55079,687,12
55080,188,2
55081,116,0
55082,87,0
55083,208,4
55084,94,3
55085,367,5
55087,236,4
55088,255,4
55089,132,1
55093,514,2
55094,503,5
55095,174,2
55096,164,8
55097,395,3
55099,176,3
55100,183,3
55101,427,7
55102,452,11
55103,55,2
55104,168,1
55105,234,3
55106,169,5
55107,48,0
55108,291,7
55109,303,5
55110,286,5
55111,532,16
55113,233,1
55114,253,4
55115,139,1
55116,86,0
55117,1299,26
55118,106,1
55119,236,1
55120,710,12
55121,130,1
55122,3329,32
55123,1142,20
55124,364,4
55125,831,10
55127,90,1
55128,100,5
55129,68,3
55132,1521,25
55133,136,2
55134,157,1
55137,83,0
55138,162,1
55140,60,0
55141,160,3
55142,270,4
55143,129,1
55144,433,7
55145,625,4
55146,252,2
55148,191,2
55149,141,4
55150,689,6
55153,207,2
55154,1125,19
55155,353,3
55156,180,4
55157,68,1
55158,642,13
55159,389,7
55160,77,1
55162,40,4
55163,88,0
55165,498,8
55166,968,18
55167,688,9
55168,73,0
55169,446,7
55170,186,4
55171,227,4
55172,77,0
55173,92,1
55174,189,4
55175,221,6
55177,94,3
55178,218,0
55179,269,2
55180,144,6
55181,2303,32
55182,199,5
55183,75,1
55184,1524,16
55185,154,6
55186,1836,28
55188,83,2
55189,9,0
55191,187,11
55192,117,1
55193,178,2
55194,107,1
55195,179,0
55196,146,2
55197,192,1
55198,672,9
55199,196,3
55200,262,1
55201,78,1
55202,302,5
55204,241,3
55206,229,2
55207,86,1
55208,93,1
55210,108,2
55211,79,3
55212,84,0
55214,272,5
55215,1296,16
55216,83,3
55217,225,5
55218,72,0
55219,131,0
55220,112,4
55221,286,3
55222,49,1
55224,501,9
55225,221,1
55226,149,4
55228,489,9
55229,436,11
55232,108,4
55236,698,8
55237,253,1
55239,1,0
55241,122,3
55242,146,0
55243,185,3
55244,283,6
55245,355,3
55246,196,4
55247,129,3
55248,365,6
55250,266,8
55251,172,0
55252,166,3
55253,753,14
55254,207,3
55255,295,7
55256,196,3
55257,102,0
55258,811,21
55260,134,4
55261,178,0
55262,251,0
55263,206,7
55264,277,3
55265,161,2
55266,117,0
55267,330,14
55268,549,9
55269,168,2
55270,50,1
55271,499,5
55272,520,7
55274,425,7
55275,143,2
55276,187,3
55278,223,1
55279,454,1
55280,107,2
55281,103,3
55282,121,4
55284,125,3
55285,259,2
55286,188,9
55288,1216,25
55289,143,5
55290,95,2
55291,2993,27
55292,233,2
55293,288,3
55295,124,4
55296,637,4
55297,187,1
55298,349,4
55299,146,1
55300,220,4
55301,201,1
55302,1076,12
55303,171,2
55304,267,1
55306,209,1
55307,1,0
55310,163,3
55311,35,3
55312,349,4
55313,123,1
55315,213,1
55316,452,6
55317,186,1
55320,106,1
55321,220,6
55322,93,1
55323,93,2
55324,645,4
55325,106,0
55326,143,1
55327,285,6
55328,422,2
55329,282,9
55330,144,2
55331,151,5
55332,299,2
55333,89,1
55334,241,1
55335,282,2
55336,188,3
55338,210,3
55339,112,1
55340,459,3
55341,198,1
55343,186,2
55344,38,0
55345,219,1
55346,354,3
55347,321,3
55348,719,3
55349,214,2
55350,150,2
55351,1534,19
55352,258,4
55353,128,1
55355,211,0
55356,125,2
55357,134,3
55358,376,7
55359,329,4
55360,164,3
55361,128,3
55362,189,2
55363,89,2
55364,752,4
55365,211,1
55366,1026,13
55367,196,4
55368,243,2
55369,694,8
55370,252,4
55371,140,2
55372,413,4
55373,135,2
55374,143,0
55375,128,0
55376,128,0
55377,111,2
55378,340,6
55379,112,1
55380,165,2
55381,219,3
55382,472,3
55383,255,1
55384,160,5
55385,462,10
55386,286,7
55387,257,2
55388,435,4
55389,508,7
55391,202,5
55394,22,2
55395,81,1
55396,308,7
55397,321,5
55398,977,15
55399,148,4
55400,64,1
55401,510,14
55403,110,0
55404,341,5
55405,263,4
55406,105,3
55407,173,2
55408,295,2
55409,123,0
55410,252,3
55411,139,2
55412,229,3
55414,271,2
55415,145,2
55416,267,4
55419,177,2
55420,142,2
55421,151,1
55422,72,0
55423,486,7
55424,120,2
55425,178,5
55426,371,2
55427,2311,31
55428,163,9
55429,78,0
55430,182,0
55431,99,2
55433,444,8
55434,132,1
55435,732,8
55436,82,0
55437,160,2
55438,314,3
55439,104,2
55442,319,5
55443,251,8
55444,169,4
55445,254,3
55446,101,3
55447,467,3
55448,102,1
55449,301,2
55450,79,0
55452,124,1
55453,113,1
55454,208,8
55456,292,4
55457,222,5
55458,272,5
55459,328,7
55460,170,0
55461,447,10
55462,390,9
55463,3214,33
55464,204,3
55465,105,1
55466,310,1
55467,743,15
55468,81,1
55469,172,2
55470,247,2
55471,181,0
55472,214,2
55473,164,3
55474,447,3
55475,123,1
55476,586,4
55477,420,9
55479,218,3
55481,274,3
55482,116,3
55484,99,4
55485,144,1
55487,141,3
55488,152,3
55489,255,6
55490,468,6
55492,718,5
55493,291,5
55494,495,15
55495,249,6
